	name	hematokrit	smoker	leukocyty	relationship	ssn	alt	weight	erytrocyty	alp	ast	er-cv	etytr	hemoglobin	trombocyty	indicator	hbver
5221	Curtis Green	8.17161	Y	6.12288	nop	596-52-0416	0.23097	45.27726	4.34856	46.75308	59.00476	18.88062	5.74197	7.76074	7.62765	1.00000	5.44356
5222	Gerald Vasquez	5.45904	no	5.30437	married	871-45-0257	0.84688	84.77388	6.80171	53.68659	48.87362	51.20153	5.25057	4.84103	2.31823	0.00000	5.68701
5223	Gary Oliver	9.54985	Y	5.97364	widowed	836-84-0726	0.52510	67.37841	5.62194	91.26602	50.78774	42.24830	8.59132	6.44802	7.75958	1.00000	4.74536
5224	Cassandra Haney	8.73411	no	5.97209	divoced	114-43-5999	0.45862	53.25441	5.40871	83.22916	56.41549	36.26233	5.63100	6.79388	7.93447	1.00000	6.27687
5225	Elizabeth Wallace	7.62672	no	5.65803	single	574-97-8944	0.51939	29.79150	4.78705	66.64801	38.64134	60.22198	8.92946	7.31381	7.68743	1.00000	4.96016
5226	Warren Nielsen	8.35226	Y	5.21615	single	034-04-9102	0.63314	60.80744	3.76514	52.67444	40.75836	68.13869	6.80990	7.83176	6.41282	1.00000	6.98278
5227	Katrina Mcguire	5.80147	no	8.32485	single	236-60-2284	0.41264	99.12193	6.87025	79.90855	54.00836	60.06918	6.58177	6.79557	8.36934	1.00000	7.41145
5228	John Mitchell	5.14435	no	6.51035	divoced	866-31-2548	0.59317	95.83849	6.76051	78.25868	32.19306	42.46957	6.45923	6.90486	8.67833	1.00000	7.97638
5229	Jordan Black	5.41888	no	4.88739	married	538-41-9435	0.68123	44.24704	6.60237	43.43428	58.35779	37.87180	5.02555	7.87100	4.85615	0.00000	7.84887
5230	Terry Jackson	4.68614	no	4.80805	divoced	741-74-5750	0.73607	152.49620	6.13429	64.73146	47.54284	66.54245	5.07726	7.18993	8.96010	1.00000	3.92632
5231	Erik Garcia	7.03834	yes	5.33542	divoced	869-41-9109	0.58021	11.33985	7.02625	81.24333	47.12811	44.87675	7.53398	5.73885	9.23274	1.00000	6.05627
5232	Ian Carlson DDS	3.86101	no	7.17354	single	678-14-4736	0.35841	66.83577	5.60346	43.31462	64.40108	52.80739	6.32951	8.06267	10.06430	1.00000	7.99991
5233	Brandi Evans	9.42967	no	5.47736	separated	536-55-9069	0.50045	33.02067	3.85615	93.06584	35.16180	37.06888	5.73848	6.19378	6.19616	1.00000	7.67260
5234	Carmen Garcia	5.74327	no	5.79673	single	577-89-9332	0.53055	70.69023	6.07572	75.68825	55.58760	60.13183	7.32387	7.19347	3.33235	0.00000	6.99846
5235	Angela Jones	9.29885	yes	4.57648	single	033-37-9692	0.58999	161.84559	5.17859	88.45399	33.86758	56.99430	6.47622	6.75381	6.41113	1.00000	6.22165
5236	Ronald Strickland	7.94910	no	5.44231	divoced	320-19-0013	1.07312	63.63495	8.02543	43.80241	54.89429	45.31873	6.67256	8.17590	6.70256	1.00000	5.69586
5237	Kathleen Mann	5.79193	no	6.96155	nop	613-26-9209	1.19127	108.43864	7.77878	65.11887	54.13622	75.18656	5.40949	7.31238	7.44281	1.00000	6.20382
5238	Ryan Mendez Jr.	7.33303	no	5.45662	nop	468-42-8217	0.40266	69.18442	5.61406	97.48154	40.65204	40.02305	6.11914	6.33892	8.14058	1.00000	5.49208
5239	Cameron Rivera	6.39916	Y	5.76165	married	895-55-2539	0.77835	89.91665	5.71520	77.67094	35.27355	29.08700	5.11697	5.57112	8.82656	1.00000	7.85402
5240	Gregory Chung	6.35487	no	6.56400	separated	618-73-8189	0.74753	4.13287	7.52378	77.87561	33.67587	55.42186	6.92987	5.70801	3.36510	0.00000	6.94772
5241	Melissa David	4.80182	no	5.94864	divoced	443-30-8483	1.68464	75.09298	8.40312	24.09237	74.82222	52.72170	5.61852	8.24529	7.02477	1.00000	5.07674
5242	David Moore	4.78280	no	6.69437	widowed	088-86-6952	0.80623	75.53606	6.53803	93.41212	54.99654	37.21727	5.37844	6.14331	10.70967	1.00000	6.16432
5243	David Barnett	5.05741	yes	5.76910	married	119-35-4678	4.55614	126.23164	9.53579	84.60761	53.44283	54.02753	5.87111	6.25349	6.34677	0.00000	8.44672
5244	Sheryl Wallace	6.12833	Y	6.64837	married	848-14-5186	2.39042	49.23311	8.88620	78.90607	25.71490	27.85095	5.82464	5.47137	6.25498	1.00000	6.62170
5245	Emily Downs	5.58390	N	8.69468	divoced	604-24-4671	1.13367	56.22158	7.47730	87.31696	41.65108	55.98030	6.97174	5.86567	7.78363	1.00000	6.58970
5246	Laura Jimenez	7.41208	no	5.65111	divoced	367-58-1466	0.59284	49.06133	4.56436	27.92533	72.17009	57.91791	7.44462	8.44307	7.65754	1.00000	8.29534
5247	Theodore Robinson	3.22153	no	6.87149	married	353-03-4208	1.42271	44.07949	8.18337	69.59348	51.02790	65.59571	4.96181	5.49946	7.63212	1.00000	6.50174
5248	Shawn Chaney	7.21442	no		married	243-92-9391	0.47867	108.13466	6.62454	75.91042	70.27109	25.66166	8.84246	5.67953	6.69736	1.00000	6.68583
5249	Julie Smith	6.36539	no	5.03332	married	001-70-6369	0.41746	44.38877	5.85205	74.85598	51.64189	68.88689	5.34321	5.80828	8.22247	1.00000	6.62521
5250	Erik Brewer	5.78081	no	8.80309	married	622-10-8495	0.81967	119.76008	7.29787	60.06216	42.51404	50.60305	5.65732	4.86425	7.92230	1.00000	6.49717
5251	David Weaver	6.39008	no	6.75139	divoced	611-78-4945	0.80477	90.92019	6.46365	71.92415	62.15769	41.16143	4.19848	5.52676		0.00000	6.16882
5252	Matthew Ward	5.65800	no	9.61906	married	261-45-5605	0.27979	48.93811	4.96121	58.92670	48.34748	55.60075	6.91480	4.92529	10.28908	1.00000	5.89797
5253	Rachel Peterson	5.74446	yes	5.50192	separated	050-93-3389	0.48763	31.02437	5.82965	80.91540	46.94710	54.11425	6.59082	5.75736	8.97062	1.00000	6.43698
5254	Daisy Hall	7.91055	no	5.13892	nop	230-07-8295	0.50860	72.17753	5.15514	78.99260	54.03699	41.37011	7.63305	5.68808	7.35861	1.00000	6.63559
5255	Kathy Miller	7.85042	yes	6.31111	married	409-96-4813	0.27549	85.17619	4.71171	88.77497	48.29684	59.24427	5.53150	6.20785	8.14614	1.00000	7.71843
5256	Donald Schneider	7.35115	no	4.20615	separated	382-19-6269	0.35479	52.13681	4.25084	59.62948	69.61123	58.97746	6.36765	7.57026	6.18400	1.00000	3.98650
5257	Alisha Hurst	5.51531	no	5.64548	nop	470-28-5649	0.28315	34.76313	4.76406	16.07958	32.07337	39.35179	6.48548	8.76140	8.34334	1.00000	7.52430
5258	Kimberly Wright	6.19756	Y	6.13764	separated	464-56-7080	0.48514	107.30060	5.91395	65.79653	43.05874	24.29831	6.55067	7.39438	9.35870	1.00000	7.40292
5259	Shannon Thompson	5.35224	Y	4.47516	separated	862-40-0834	0.96798	125.74624	7.11025	81.75859	40.65727	51.77615	6.52756	6.63915	7.06320	0.00000	7.96046
5260	Janice Warren	7.15101	Y	3.73987	single	706-73-5489	0.62518	71.77842	5.62098	65.77017	48.63739	33.43206	7.11451	7.46987	6.80203	1.00000	6.86574
5261	Kevin Williams	5.29738	Y	7.65920	single	680-58-5607	1.20669	46.64181	7.84946	84.86315	52.36013	49.56672	6.30818	5.73079	6.55571	0.00000	8.30084
5262	Jacob Gutierrez	7.06525	yes	5.61909	single	388-21-5919	0.46801	110.75452	5.62891	26.08878	37.27454	68.19148	7.26482	4.01970	8.33785	1.00000	7.77261
5263	Jeanette Hull	9.48989	no	3.95458	divoced	114-03-1686	0.36488	148.22300	5.34312	59.24116	82.09481	36.49554	5.23763	7.50541	5.96625	1.00000	6.74683
5264	Traci Hart	7.72934	yes	7.00837	divoced	778-19-1393	0.35831	-34.00564	4.44003	87.82381	28.99468	38.44262	8.14276	6.27417	8.54522	1.00000	4.95941
5265	Michael Weaver	3.65170	no	6.42401	divoced	013-90-8047	2.98282	48.42103	9.16920	44.22870	62.74173	43.76476	7.31287	4.54423	6.46709	1.00000	7.03574
5266	Krista Wilson	4.59874	no	6.45947	widowed	013-16-7698	2.77003	10.40966	8.92204	87.45058	71.21543	58.56381	5.85319	6.83226	6.52291	1.00000	7.44011
5267	Charles Harris	6.05014	no	10.96630	divoced	176-14-1084	1.30194	18.07967	7.64592	82.77814	59.98914	49.37389	7.86872	7.05401	7.43824	1.00000	6.62542
5268	Kathy Zavala	8.56729	no	6.82251	married	001-92-1825	0.95499	42.11291	7.53710	69.17395	18.70473	58.24837	6.21118	5.39687	6.48934	0.00000	4.30414
5269	Gina Evans	5.18636	yes	8.52462	single	334-84-1129	3.51172	129.32275	9.29739	86.91433	49.66222	62.29170	5.80374	6.06251	5.99282	1.00000	5.72822
5270	Danielle Jordan	6.56394	yes	4.23946	separated	116-07-3208	0.67254	71.40019	6.17570	77.53758	44.38000	53.94016	6.61856	5.44146	7.76624	1.00000	6.42564
5271	Ashley Sanford	7.42570	no	6.22292	single	608-07-6355	0.42601	42.43284	4.73053	45.83329	61.04000	70.33407	5.13280	4.57425	8.17921	1.00000	6.98653
5272	Jocelyn Hill	6.80071	Y	7.17735	single	798-35-2668		101.19550	6.50831	73.87214	53.81542	43.63619	7.60254	5.51393	4.78021	0.00000	5.50440
5273	Susan Hanson	10.34880	yes	4.19119	single	411-33-8108	0.52875	62.69036	4.60676	90.38855	52.88996	22.17793	7.12836	6.01992	5.36884	1.00000	7.08977
5274	Frank Raymond	6.57978	no	6.28424	married	127-23-0098	1.65222	77.00029	8.31417	83.74764	32.84955	50.15030	5.44293	5.72381	6.77390	1.00000	5.08459
5275	Rebecca Vaughan	7.03193	Y	5.65984	divoced	859-77-3553	0.45725	82.93657	4.22625	13.44034	19.63543	30.08674	7.46867	8.65107	7.63002	1.00000	7.37416
5276	Tara Ray	8.02819	no	6.48771	married	634-36-7260	0.41712	63.63658	3.90300	38.59787	20.15895	39.22376	5.80405	8.11156	7.55662	1.00000	
5277	Cody Blackburn	6.23669	Y	9.16531	widowed	652-59-5736	1.12633	73.06559	7.75282	87.13494	76.92712	42.49343	6.66086	6.47919	7.43551	1.00000	5.10363
5278	Kyle Ward	7.94663	N	7.34003	single	755-51-2363	0.46683	65.38524	7.05765	77.31275	57.81818	44.03937	6.67006	7.02512	5.98853	0.00000	5.96179
5279	Sarah Myers	8.56516	no	6.10885	divoced	861-45-8596	0.50039	33.25231	4.10639	91.14282	51.96908	16.06179	7.39819	6.24223	7.15835	1.00000	6.98739
5280	Rhonda Pena	6.70901	no	7.26177	single	719-32-2417	0.36548	46.27695	5.94551	84.94928	47.25895	53.30979	5.11224	6.78153	4.91995	0.00000	6.28074
5281	Joseph Walls	6.73801	Y	5.34340	married	510-80-0490	0.59935	110.79327	6.40978	88.58301	52.81858	39.71887	6.88013	6.33326	8.71498	1.00000	7.77759
5282	Kimberly Gonzalez	6.38021	no	7.66454	married	304-59-0601	0.97298	60.83765	7.77781	80.68016	75.23325	32.47320	8.33460	6.95334	7.42333	1.00000	5.66303
5283	Victoria Padilla	6.01416	Y	9.26991	single	355-44-4436	1.50165	51.84204	8.14481	84.93008	47.54737	51.04581	6.20291	6.60419	7.05976	1.00000	6.44233
5284	Charles Bryant	8.65203	no	3.71319	nop	623-55-5486	0.55330	81.35395	5.14996	91.92210	36.71431	55.16984	7.38932	6.10956	6.03631	1.00000	6.45660
5285	Debra Green	7.18793	no		widowed	844-31-7843	1.02149	68.39591	7.44708	89.91233	67.89331	52.48094	6.05549	6.08116	4.73088	0.00000	6.28439
5286	John Grant	5.00492	no	8.38388	divoced	721-03-1287	0.71361	105.78582	7.01027	70.46697	59.25482	56.59793	6.90013	5.25802	8.40551	1.00000	
5287	Stanley Cohen	9.42295	yes	5.55922	divoced	523-26-7052	0.37990	95.84640	3.65886	74.28090	70.97915	79.60819	7.72569	7.15406	6.29506	1.00000	7.80809
5288	Diane Walker	3.84068	yes	7.32806	single	673-81-4363	0.73039	89.67155	6.93304	78.79323	76.78485	35.97824	5.36330	6.25388	8.73870	1.00000	6.26562
5289	Brian Carroll	6.27352	no	8.76846	married	076-72-0789	2.91109	38.22485	9.04039	96.20023	62.11350	62.41697	6.59805	6.02929	6.02899	1.00000	4.24440
5290	Joseph Bartlett	6.04640	yes	7.16594	divoced	141-98-9236	0.85964	43.94494	7.19709	79.06034	65.85626	52.69352	5.69031	6.19897	4.99669	0.00000	6.64410
5291	Ashley Henry	5.02270	no	7.81493	nop	813-77-3343	8.44114	47.45740	10.18803	80.62324	37.65692	42.89505	5.42350	6.96725	5.19669	1.00000	5.11519
5292	Melissa Bender	5.28580	yes	5.56477	single	445-74-8170	0.86661	164.48357	7.28592	94.47640	48.03304	64.16798	6.29452	5.99440	5.65355	0.00000	7.57707
5293	Jonathan Davis	8.43550	Y	6.95611	married	487-09-2363	0.44624	33.16659	6.58762	73.34865	61.40232	67.50750	6.97727	5.61417	6.84993	0.00000	4.66846
5294	Maxwell Jones	9.90669	no	10.15469	single	425-84-7616	4.15622	66.48039	9.42398	87.77125	56.73142	23.18283	7.89420	5.78223	7.54849	0.00000	7.30204
5295	Mark Sims DDS	6.33208	no	3.77869	divoced	174-60-8810	0.62506	69.39700	7.05551	82.14178	69.28835	55.13112	6.70818	5.65618	8.05854	1.00000	7.07497
5296	Shelley Bowers	4.82885	no	9.55178	married	047-94-1218	3.46182	29.00574	9.24024	76.60469	59.36285	49.03647	5.96147	6.98431	6.25217	1.00000	7.60720
5297	Harold Avery	6.88384	no	4.32225	married	336-30-3891	0.35659	59.06574	6.04239	83.98986	40.57235	31.40430	6.68308	6.66454	8.92900	1.00000	8.28305
5298	Kimberly Baker	5.07832	Y	7.02978	single	343-78-0711	0.81666	45.14673	7.33234	71.04080	49.16745	43.95209	7.31687	7.24255	8.03808	1.00000	4.10528
5299	Lisa Gonzalez	4.84124	Y	6.17061	single	137-48-8239	0.88736	142.38581	6.62900		64.15085	63.75255	5.19085	5.99917	1.71840	0.00000	5.29453
5300	Richard Quinn	7.40511	yes	8.32812	divoced	716-20-8684	0.61566	52.79840	7.25983	82.99941	50.81506	64.03990	6.66716	6.20444	7.58578	1.00000	7.10574
5301	Kaitlyn Davis	6.20078	yes	5.59321	divoced	147-24-6534	0.82355	39.14431	6.68958	79.90110	68.32308	54.79399	5.62261	7.27978	7.92000	0.00000	5.24010
5302	Valerie Baxter	5.70699	Y	5.39236	separated	211-59-8224	0.46720	36.84526	6.23364	81.55556	57.50450	48.88963	6.01857	6.18260	8.97606	1.00000	5.26236
5303	David Alexander	7.16614	no	8.02360	married	720-02-7778	0.67038	86.63431	6.08995	55.06549	43.74833	59.81630	7.75077	7.46872	8.84102	1.00000	6.32997
5304	Jerry Shepard	5.69578	Y	5.31891	married	681-67-7875	0.65886	117.93273	5.84458	31.85821	50.41002	62.62569	6.82683	8.33810	6.46121	0.00000	7.05938
5305	Tina Byrd	4.72270	Y	6.60666	nop	738-67-4438	1.25935	79.90568	8.07858	87.77315	56.35691	49.79639	6.85045	6.30549	7.43932	1.00000	6.13915
5306	Tonya Little	5.47266	no	4.45175	widowed	431-27-1835	1.35516	39.06931	7.67925	87.26775	44.13807	21.58777	3.88105	6.00148	4.26727	0.00000	6.62248
5307	Ashley Henry	5.58760	no	5.69328	divoced	813-77-3343	1.07791	78.43220	7.48595	73.24737	47.71326	56.55927	5.81685	5.27565	7.72647	0.00000	7.19580
5308	Daniel Mcclain	4.35176	no	6.51549	divoced	565-50-2802	2.42134	124.69926	8.81175	84.14909	67.12010	46.23523	5.79171	6.81273	12.32177	1.00000	8.56914
5309	Scott Patrick	4.73927	no	4.75336	separated	427-62-6999	2.12600	75.00111	8.58797	63.95753	59.87025	40.33842	7.71326	5.27549	7.45080	0.00000	6.91508
5310	Barbara Smith	5.99013	no	4.47864	married	705-45-1482	0.85080	24.95915	7.01108	87.37104	58.53533	40.12235	5.96501	6.31679	5.14337	0.00000	5.58395
5311	Brenda Lang	4.90384	no	9.24423	single	351-88-7528	2.21092	105.11451	8.76538	54.01839	43.30236	51.83850	8.46646	4.92034	6.62337	1.00000	6.19257
5312	April Washington	6.53140	yes	7.18656	nop	068-69-5268	0.86232	49.61646	7.03760	49.17457	38.05529	28.21670	7.54483	4.65184	4.06443	0.00000	5.43649
5313	Austin Nixon	5.67442	no	7.79625	divoced	511-58-6267	0.70876	171.22459	6.19636	87.79444	59.57788	62.14499	4.26293	6.11470	9.13292	1.00000	7.15899
5314	Sean Dyer	8.46053	no	7.01150	divoced	245-44-8257	0.62556	104.37261	6.66232	24.00348	53.59309	53.53529	5.50689	8.62875	9.64769	1.00000	5.70046
5315	Teresa Lowe	5.27303	no	6.81340	separated	142-08-1349	3.12216	65.49513		87.82141	48.81162	40.34213	6.35476	6.38908	6.23105	1.00000	6.17522
5316	Sonia Walker	8.36210	yes	3.86101	widowed	776-79-2137	0.53264	42.67633	4.69478	87.66346	54.12297	41.65049	5.12835	6.33160	5.86033	1.00000	5.51129
5317	Luis Peters	6.40385	no	5.52624	divoced	091-32-3319	1.01787	93.16941	7.41989	48.33000	66.79422	52.26389	7.67676	4.78181	5.44709	0.00000	5.47694
5318	Kathleen Moore	6.39772	yes	5.45041	single	290-13-8668	0.44618	48.04686	4.76877	38.39416	53.89887	68.04673	7.33413	4.45042	8.62661	0.00000	7.02461
5319	Mary Lewis	6.93516	yes	9.12111	divoced	351-95-5454	4.04035	96.58774	9.43475	90.25779	39.10509	58.76998	6.70622	6.31504	5.51298	1.00000	5.74578
5320	Joshua Roberts	10.20344	no	7.39423	divoced	741-67-8175	0.41470	39.86632	3.28895	87.00734	49.75758	83.73484	7.40938	6.44307	7.23907	1.00000	7.32256
5321	Jasmine Norman	5.36338	yes	6.49552	separated	577-89-4866	0.84514	91.58259	7.14405	79.50952	52.89646	51.65888	7.03406	6.58953	4.53692	0.00000	7.21513
5322	Chad Cameron	6.54449	no	7.17321	married	202-49-3965	0.39658	121.02184	4.49628	87.51538	63.35977	70.70579	6.90647	5.67242	9.16736	1.00000	5.68154
5323	Amber Ortiz	4.81759	no	6.74998	married	119-82-3029	12.75075	39.70999	10.63854	79.60204	61.95525	56.54358	5.69211	6.82474	5.73913	0.00000	6.62131
5324	Chelsea Williams	6.07433	no	4.40943	nop	387-83-7194	0.72235	61.36405	7.33045	81.39760	70.04207	47.49657	8.02776	5.66825	8.97245	1.00000	6.30255
5325	Eric Durham	5.52533	no	4.67220	widowed	673-76-4572	1.40289	68.45464	7.89911	89.19844	47.24173	74.01544	5.60091	6.42870	5.12062	0.00000	6.98613
5326	Devin Baldwin	6.42718	yes	6.57119	divoced	774-35-7725	0.24980	137.57805	4.29973	73.75803	44.51748	36.83866	7.16938	7.16533	8.60379	1.00000	5.61750
5327	Jeffrey Miller	6.35337	no	8.11031	separated	512-32-4871	0.93639	58.52640	7.71979	86.15036	31.49927	43.64660	5.68607	6.10477	7.37464	1.00000	5.68510
5328	Terry Jackson	7.35694	yes	6.89175	nop	741-74-5750	0.97881	88.49726	7.77972	83.92402	48.18896	45.66845	8.06220	6.00432	7.08338	1.00000	6.11987
5329	George Edwards	7.76689	no	4.77073	separated	232-18-7258	0.69722	54.56505	6.29322	87.00468	39.60648	49.55968	6.83922	6.56653	8.00304	1.00000	7.35420
5330	Martin Jones	4.14517	no	4.78485	married	877-77-2803	6.56388	59.67638	9.95934	75.45048	64.26384	57.78898	5.51443	7.16830		1.00000	7.56614
5331	Susan Lin	6.34926	yes	5.79840	married	005-38-7683	0.82073	117.16533	7.39089	77.04702	56.17813	55.04675	6.19773	6.86654	3.35382	0.00000	7.83125
5332	Sue Green	5.91992	no	3.47272	married	351-44-9502	1.20186	62.27110	7.89047	83.99360	70.24695	55.82262	5.74405	5.76141	5.80020	0.00000	6.65634
5333	Colton Johnson	6.18590	Y	3.54670	single	131-28-7736	1.32942	95.18209	8.04326	78.39577	48.74346	42.19127	6.21970	6.89232	8.53444	1.00000	6.17989
5334	Joseph Lawson	7.18466	yes	6.66486	single	817-87-6837	0.68796	66.72946	5.82834	34.67209	65.23025	66.37251	8.10634	8.17488	9.26468	1.00000	7.03453
5335	Kenneth Schmitt	5.94494	no	3.79823	separated	069-56-8478	0.79921	95.44759	7.71398	62.50560	55.62628	40.86782	6.65004	5.10289	8.61517	1.00000	7.48221
5336	Scott Jensen	5.87330	no	4.83745	divoced	099-17-5301	0.81432	122.88866	7.19478	61.89206	52.92689	43.95261	5.77952	5.04637	6.55410	0.00000	5.04805
5337	Patty Kaufman	4.89694	yes	3.61225	divoced	223-38-4192	0.85257	61.46896	7.31276	82.36694	71.25569	37.01897	5.77132	5.89143	8.15332	1.00000	5.31146
5338	Jeffrey Delacruz	5.16610	no	6.77819	single	376-06-7540	2.16051	44.56463	8.67438	75.36555	39.35148	56.70431	5.78663	6.91494	6.70465	1.00000	7.25171
5339	Daniel Richmond	6.59199	no	5.84487	married	766-86-9374	0.74033	57.28495	6.34348	58.51670	50.81470	49.03651	7.10833	5.08521	9.29253	1.00000	7.26487
5340	Brianna Miller	9.26398	yes	10.07142	separated	799-91-9284	3.67252	65.07279	9.33653	89.51131	39.37126	34.51541	4.77522	6.42175	6.75394	0.00000	5.49762
5341	Christopher Ford	7.05767	Y	5.25743	nop	376-63-1046	0.73802	145.62568	7.02955	83.01237	55.38702	46.49802	5.44465	5.48417	9.11547	1.00000	5.36718
5342	Sarah Bradshaw	6.54460	Y	6.92381	separated	803-25-3224	0.67524	93.27395	6.80539	80.09636	61.30025	46.19385	6.56647	6.84781	8.26119	1.00000	5.93971
5343	Christopher Fields	8.28633	no	5.63188	nop	270-60-3499	0.76872	70.17535	5.46831	64.25476	54.76110	53.26019	7.06129	7.38414	7.89067	1.00000	6.44523
5344	Angela Powell	7.49704	no	6.69399	separated	075-95-9169	1.11529	86.46579	7.71129	89.26703	82.81065	57.18635	6.86964	6.33252	4.89710	0.00000	6.70278
5345	Felicia Harmon	8.73743	no	5.48001	divoced	338-11-0580	0.46497	73.63583	4.54677	56.08001	69.96928	27.77241	5.91763	7.64541	7.03347	1.00000	5.88170
5346	Carol Rose	6.24015	no	7.23575	nop	282-24-2239	2.66218	60.56931	8.85878	78.98417	63.33688	56.77050	7.93225	7.00580	2.45038	0.00000	5.57648
5347	Susan Lyons	4.97444	no	6.18918	married	162-84-5097	0.62264	164.93952	6.75346	59.98822	37.16725	54.28822	8.76623	7.62265	8.57779	1.00000	6.44142
5348	Marco Taylor	6.03993	Y	8.66290	single	196-46-2024	0.54136	92.02521	4.08415	82.95312	47.54375	58.15672	8.11974	6.92585	11.08188	1.00000	6.89415
5349	Melinda Day	8.86562	Y	7.67469	divoced	850-08-1236	0.60305	28.52515	7.32258	67.11351	70.03140	54.36713	7.41515	7.21030	7.14433	0.00000	8.02150
5350	Daniel Richards	7.03569	yes	6.64266	widowed	086-77-1709	0.23755	57.10750	4.74861	82.13894	62.93250	50.46520	6.79611	6.90174	8.67192	1.00000	6.30016
5351	Cindy Murphy	5.24056	yes	4.42317	divoced	757-84-4267	1.33487	38.51577	8.03263	82.60299	61.51924	33.33994	7.20952	7.08708	5.19848	0.00000	6.87986
5352	Samuel Walton	8.46663	no	5.28684	separated	033-85-4256	0.25549	61.65839	3.95348	64.69996	39.06979	52.53225	7.27637	7.15200	6.43148	1.00000	7.86837
5353	Julie Kim	6.17536	no	3.72742	married	848-17-4704	0.56737	134.41895		94.44705	59.45030	39.35334	5.67363	6.64280	4.31311	0.00000	5.14977
5354	Kristen Chapman	6.74871	no	6.44806	divoced	296-83-1929	0.51631	33.78576	5.91063	57.60645	41.47404	37.30457	7.07542	7.66308	9.24782	1.00000	6.41521
5355	Pamela Tapia MD	4.93336	no	5.30495	separated	073-31-8151	0.71925	84.82664	6.18740	83.63055	46.32412	36.14223	8.17777	6.79805	4.98770	0.00000	
5356	Michael Cook	4.75544	no	8.64566	married	325-38-5353	0.84262	42.74872	6.76441	69.20679	34.66757	54.72499	5.76212	5.12933	8.70667	1.00000	7.67923
5357	Emily Ryan	7.42506	no	6.87631	married	258-84-9841	0.48672	57.30130	6.89461	28.64506	66.30788	42.69040	6.00402	8.32918	5.33667	0.00000	5.15300
5358	Alexander Smith	9.67958	no	6.23874	married	532-92-0134	0.33081	72.55648	2.75249	51.09242	56.17087	42.92657	5.53676	7.84765	6.06918	1.00000	7.97511
5359	Cynthia Reynolds	9.07040	yes	7.16358	married	378-60-5647	0.31446	20.24764	3.49302	39.66002	64.66995	30.78402	6.10330	8.28851	7.54006	1.00000	4.51509
5360	Joshua Chavez	8.42547	no	4.68986	divoced	503-33-7420	0.45365	72.18091	5.06845	64.45870	59.65384	54.43108	6.16710	5.08000	6.86257	1.00000	6.86664
5361	Maria Ortiz	7.79601	Y	4.29625	married	665-35-4856	0.60431	131.17638	5.99951	46.93079	71.96255	62.04955	8.02421	7.98234	7.34381	1.00000	6.75917
5362	Oscar Morse	6.96405	no	5.67365	separated	483-36-2694	0.36586	22.97365	5.35558	90.59501	46.46178	68.57504	5.69422	6.01121	8.25187	1.00000	4.77838
5363	Casey Robinson	7.27958	no	8.66096	married	063-43-4661	0.99943	105.16022	7.92731	56.74912	79.18157	62.53942	7.62252	7.66981	4.67261	0.00000	8.45481
5364	John Morrison PhD	9.17191	yes	3.73070	nop	459-80-7526	0.31546	69.88346	5.69754	43.68579	57.01207	53.24560	6.29357	4.49921	6.29017	1.00000	7.57536
5365	Curtis Rogers	3.54697	no	6.81750	divoced	440-65-7582	1.98692	118.62255	8.55070	69.18792	51.26930	29.77608	6.51512	7.27574	7.14738	1.00000	7.06129
5366	Lauren Anderson	8.81275	yes	7.65527	divoced	139-26-4693	0.94566	154.59240	7.12599	64.74458	68.29786	27.24920	4.22084	7.34018	7.18121	0.00000	6.64236
5367	Scott Lara	7.95978	no	9.75721	widowed	845-09-3260	1.05154	74.24015	7.66835	62.51083	50.82301	52.68171	6.77567	7.59199	7.08181	1.00000	4.87537
5368	Larry Carter	7.40272	no	4.55105	married	673-10-5872	0.70420	91.49169	6.41337	46.94961	31.55478	54.82834	5.38810	7.94840	7.92465	1.00000	7.55287
5369	James Green	4.58014	yes	6.22644	single	893-31-8190	0.87990	81.58815	7.58379	53.31483	57.92615	40.48744	7.06124	7.80220	7.88583	1.00000	9.06452
5370	Amy Long	3.91261	no	7.37938	divoced	159-57-3057	0.64589	58.31408	7.04908	80.90276	54.94190	49.50962	5.92303	6.86533	8.53449	1.00000	6.58870
5371	Justin Tran	9.06133	no	5.45902	married	430-93-5535	0.54252	83.17483	6.58308	73.70829	67.32475	65.44300	6.04622	5.26954	8.26512	1.00000	7.51064
5372	Jennifer Gill	5.08802	no	6.87770	nop	853-59-7583	0.92536	106.80993	7.39170	88.68461	52.96418	52.89237	7.15572	6.53174	7.91786	1.00000	7.28573
5373	Wendy Burch	10.26038	no	5.99639	married	553-16-0033	0.44533	74.92040	3.96991	65.72625	41.67183	54.16290	6.25999	5.21774	6.35013	1.00000	5.68776
5374	David Fischer	6.81140	no	7.81852	single	622-56-2688	0.50017	33.91071	6.80493	83.41125	51.90758	22.52253	6.76449	6.64117	8.22932	1.00000	6.68777
5375	Mary Anderson	5.15476	Y	6.12734	widowed	624-38-1773	2.22767	130.68943	8.86466	87.25409	58.31542	48.46548	6.82733	6.23477	6.54733	1.00000	6.32153
5376	Anna Adams	4.74451	no	8.19057	nop	383-61-2720	0.56555	93.15846	6.14932	83.42285	74.31624	45.07870	6.80763	6.65825	9.32702	1.00000	7.63855
5377	Rhonda Mitchell	4.21941	no	5.41299	divoced	837-51-9453	0.98432	75.98020	7.68373	82.95009	43.37838	67.79274	6.13901	6.73378	7.87769	1.00000	
